14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,0,107,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,0,107,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,0,107,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,0,107,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,0,0,0,0,0,0,0,0,0,0,0,107,107,107,107,107,14
14,107,107,107,107,107,0,0,0,0,0,0,0,0,0,0,0,107,107,107,107,107,14
14,107,107,107,107,107,0,107,107,107,107,107,107,107,107,107,0,107,107,107,107,107,14
14,107,107,107,107,107,0,107,107,107,107,107,107,107,107,107,0,0,0,0,107,107,14
14,107,107,107,107,107,0,107,107,107,107,107,107,107,107,107,0,107,107,107,107,107,14
14,107,107,107,107,107,0,107,107,107,107,107,107,107,107,107,0,107,107,107,107,107,14
14,107,107,107,107,107,0,107,107,107,107,107,107,107,107,107,0,107,107,107,107,107,14
14,107,107,107,107,107,0,107,107,107,107,107,107,107,107,107,0,107,107,107,107,107,14
14,107,107,107,107,107,0,107,107,107,107,107,107,107,107,107,0,107,107,107,107,107,14
14,107,107,0,0,0,0,0,0,0,107,107,0,0,0,0,0,107,107,107,107,107,14
14,107,107,107,107,107,0,0,0,0,107,107,0,0,0,0,0,107,107,107,107,107,14
14,107,107,107,107,107,0,0,0,0,107,107,0,0,0,0,0,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,0,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,0,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,0,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,0,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14
14,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
